Northing,Easting,Lat (DD),Long (DD),Depth (Proc)
6768267.296,465512.547,61.0476883,-069.6386075,27.132
6768265.460,465509.772,61.0476716,-069.6386586,25.708
6768269.799,465509.873,61.0477106,-069.6386575,22.542
6768269.743,465508.359,61.0477099,-069.6386855,22.653
6768271.356,465505.934,61.0477242,-069.6387307,22.507
6768270.266,465503.908,61.0477142,-069.6387680,22.051
6768272.508,465505.651,61.0477345,-069.6387362,15.018
6768271.764,465503.437,61.0477276,-069.6387770,15.512
6768273.293,465503.656,61.0477414,-069.6387732,15.484
6768276.173,465500.284,61.0477669,-069.6388362,15.299
6768276.361,465497.949,61.0477684,-069.6388795,15.799
6768277.223,465496.593,61.0477761,-069.6389047,16.295
6768278.206,465497.899,61.0477850,-069.6388807,15.156
6768278.728,465492.863,61.0477892,-069.6389741,14.869
6768278.943,465492.392,61.0477911,-069.6389828,15.414
6768280.140,465491.420,61.0478018,-069.6390011,15.924
6768281.955,465489.813,61.0478179,-069.6390311,17.823
6768285.733,465485.911,61.0478515,-069.6391041,19.413
6768288.827,465484.725,61.0478792,-069.6391266,25.016
6768291.243,465479.834,61.0479004,-069.6392176,26.610
6768293.658,465476.256,61.0479218,-069.6392843,26.169
6768296.299,465478.448,61.0479457,-069.6392442,26.258
6768293.818,465476.220,61.0479232,-069.6392850,23.826
6768294.271,465473.678,61.0479271,-069.6393321,24.208
6768295.834,465471.812,61.0479409,-069.6393669,24.463
6768295.655,465471.167,61.0479393,-069.6393789,24.545
6768299.435,465467.011,61.0479729,-069.6394565,24.425
6768299.528,465464.047,61.0479734,-069.6395114,24.533
6768300.409,465464.671,61.0479814,-069.6395000,24.321
6768301.578,465460.007,61.0479915,-069.6395866,23.651
6768303.427,465458.212,61.0480079,-069.6396201,22.579
6768303.108,465457.571,61.0480050,-069.6396319,22.411
6768304.116,465456.953,61.0480140,-069.6396436,22.855
6768304.702,465453.211,61.0480189,-069.6397130,22.711
6768306.386,465451.303,61.0480339,-069.6397486,23.356
6768307.926,465449.106,61.0480475,-069.6397896,23.486
6768308.846,465448.409,61.0480557,-069.6398026,23.176
6768308.518,465445.389,61.0480525,-069.6398585,23.091
6768312.141,465442.980,61.0480848,-069.6399037,22.940
6768313.033,465440.519,61.0480926,-069.6399495,22.876
6768312.575,465440.425,61.0480885,-069.6399511,22.579
6768314.238,465440.064,61.0481034,-069.6399581,22.640
6768317.409,465436.852,61.0481316,-069.6400182,22.197
6768316.425,465436.929,61.0481227,-069.6400166,22.721
6768320.010,465431.908,61.0481545,-069.6401102,21.978
6768322.278,465431.017,61.0481748,-069.6401271,23.048
6768324.117,465430.351,61.0481912,-069.6401397,23.032
6768326.308,465426.229,61.0482105,-069.6402165,22.738
6768328.611,465425.017,61.0482311,-069.6402393,22.701
6768328.989,465423.538,61.0482344,-069.6402668,22.963
6768331.162,465421.935,61.0482537,-069.6402969,23.208
6768331.024,465420.356,61.0482524,-069.6403261,23.778
6768333.045,465416.641,61.0482702,-069.6403952,30.338
6768335.777,465416.002,61.0482946,-069.6404075,29.332
6768336.861,465416.789,61.0483044,-069.6403932,29.428
6768339.276,465415.195,61.0483260,-069.6404231,28.346
6768339.393,465413.698,61.0483269,-069.6404509,28.450
6768340.550,465413.539,61.0483373,-069.6404540,28.612
6768344.991,465410.340,61.0483769,-069.6405141,28.026
6768362.250,465391.246,61.0485301,-069.6408707,27.177
6768362.140,465389.491,61.0485290,-069.6409032,27.188
6768363.845,465389.448,61.0485443,-069.6409043,26.918
6768366.181,465387.410,61.0485651,-069.6409425,26.293
6768369.865,465385.995,61.0485980,-069.6409693,26.676
6768370.328,465383.063,61.0486019,-069.6410237,24.960
6768371.033,465383.355,61.0486083,-069.6410184,25.990
6768374.018,465379.002,61.0486347,-069.6410996,28.125
6768374.869,465379.441,61.0486424,-069.6410916,26.644
6768377.880,465376.293,61.0486691,-069.6411504,27.657
6768379.776,465376.246,61.0486861,-069.6411516,27.266
6768380.510,465374.356,61.0486926,-069.6411868,26.793
6768383.928,465371.317,61.0487230,-069.6412437,27.023
6768384.012,465369.960,61.0487236,-069.6412688,26.534
6768387.189,465366.866,61.0487519,-069.6413267,26.673
6768388.313,465364.822,61.0487618,-069.6413647,26.299
6768389.506,465365.496,61.0487725,-069.6413525,25.291
6768428.164,465330.915,61.0491165,-069.6419998,36.561
6768430.666,465326.360,61.0491386,-069.6420846,36.444
6768428.690,465324.187,61.0491207,-069.6421245,36.148
6768431.775,465322.682,61.0491482,-069.6421529,35.790
6768434.235,465321.710,61.0491702,-069.6421713,36.143
6768434.126,465319.791,61.0491691,-069.6422069,36.275
6768436.528,465318.929,61.0491906,-069.6422233,36.567
6768436.393,465318.981,61.0491894,-069.6422223,36.869
6768436.459,465319.452,61.0491900,-069.6422136,36.520
6768435.578,465316.240,61.0491818,-069.6422729,37.455
6768440.039,465312.958,61.0492216,-069.6423345,37.001
6768439.060,465312.561,61.0492127,-069.6423416,37.819
6768440.297,465310.089,61.0492236,-069.6423876,37.299
6768441.435,465309.961,61.0492338,-069.6423902,38.362
6768442.134,465307.616,61.0492399,-069.6424338,38.132
6768442.568,465304.359,61.0492435,-069.6424941,37.579
6768446.230,465303.832,61.0492763,-069.6425046,36.908
6768447.119,465303.036,61.0492842,-069.6425195,37.290
6768449.609,465299.004,61.0493063,-069.6425946,36.516
6768453.706,465300.427,61.0493431,-069.6425690,34.887
6768453.396,465296.881,61.0493401,-069.6426346,35.334
6768453.668,465293.229,61.0493422,-069.6427022,36.308
6768455.529,465291.518,61.0493587,-069.6427343,35.608
6768457.373,465292.245,61.0493753,-069.6427212,35.704
6768458.979,465292.489,61.0493898,-069.6427169,35.860
6768462.049,465287.856,61.0494169,-069.6428033,35.007
6768459.686,465285.417,61.0493955,-069.6428480,35.337
6768462.068,465285.304,61.0494169,-069.6428505,35.777
6768463.961,465283.611,61.0494337,-069.6428822,35.118
6768469.081,465286.777,61.0494800,-069.6428245,34.749
6768468.005,465279.978,61.0494697,-069.6429502,33.899
6768470.011,465280.366,61.0494878,-069.6429434,35.293
6768467.680,465276.713,61.0494665,-069.6430106,34.089
6768472.728,465274.767,61.0495117,-069.6430476,33.901
6768472.846,465273.741,61.0495126,-069.6430666,34.187
6768475.409,465278.578,61.0495361,-069.6429775,33.965
6768477.223,465271.281,61.0495517,-069.6431129,33.972
6768478.800,465271.231,61.0495659,-069.6431141,34.212
6768487.431,465262.575,61.0496426,-069.6432760,43.451
6768484.959,465264.806,61.0496206,-069.6432342,37.321
6768485.210,465261.343,61.0496225,-069.6432984,37.387
6768488.061,465260.174,61.0496480,-069.6433206,37.420
6768489.605,465261.591,61.0496620,-069.6432946,37.613
6768493.243,465259.618,61.0496945,-069.6433318,36.827
6768492.024,465256.326,61.0496833,-069.6433925,36.850
6768494.228,465254.176,61.0497029,-069.6434328,36.276
6768495.049,465255.709,61.0497104,-069.6434045,36.644
6768497.839,465251.730,61.0497351,-069.6434787,36.906
6768498.040,465251.428,61.0497368,-069.6434843,37.441
6768499.466,465249.196,61.0497494,-069.6435259,37.271
6768503.985,465246.514,61.0497898,-069.6435764,35.333
6768503.032,465247.362,61.0497813,-069.6435605,36.957
6768503.593,465244.886,61.0497861,-069.6436065,36.664
6768505.533,465243.596,61.0498034,-069.6436307,36.900
6768507.969,465241.888,61.0498251,-069.6436628,36.268
6768507.905,465240.563,61.0498244,-069.6436873,36.409
6768508.227,465239.603,61.0498272,-069.6437051,36.548
6768511.068,465238.273,61.0498526,-069.6437303,35.598
6768515.755,465236.692,61.0498946,-069.6437604,34.357
6768514.049,465234.936,61.0498791,-069.6437926,34.499
6768515.296,465232.723,61.0498901,-069.6438338,34.761
6768516.790,465231.389,61.0499034,-069.6438588,33.964
6768518.587,465231.069,61.0499195,-069.6438651,33.960
6768520.209,465228.356,61.0499338,-069.6439156,34.298
6768519.840,465228.254,61.0499305,-069.6439174,34.128
6768521.905,465225.956,61.0499488,-069.6439603,34.145
6768526.179,465224.210,61.0499870,-069.6439935,33.989
6768524.870,465222.928,61.0499752,-069.6440170,34.376
6768528.691,465221.867,61.0500094,-069.6440373,34.306
6768529.553,465217.250,61.0500167,-069.6441229,33.902
6768532.283,465215.498,61.0500411,-069.6441559,33.825
6768536.362,465217.432,61.0500779,-069.6441208,33.557
6768537.221,465215.079,61.0500854,-069.6441645,34.343
6768536.754,465214.555,61.0500811,-069.6441742,34.369
6768538.356,465207.995,61.0500949,-069.6442959,33.595
6768540.572,465207.290,61.0501148,-069.6443094,34.007
6768540.272,465207.203,61.0501121,-069.6443109,33.451
6768544.948,465206.776,61.0501540,-069.6443197,33.294
6768546.941,465205.973,61.0501718,-069.6443349,34.166
6768546.007,465201.724,61.0501631,-069.6444134,34.560
6768545.309,465203.190,61.0501569,-069.6443862,34.864
6768554.283,465201.243,61.0502373,-069.6444239,34.200
6768553.820,465199.657,61.0502330,-069.6444531,34.864
6768553.338,465196.072,61.0502284,-069.6445194,34.599
6768551.882,465196.835,61.0502154,-069.6445051,34.821
6768554.675,465193.851,61.0502402,-069.6445608,33.329
6768553.910,465193.705,61.0502333,-069.6445634,33.758
6768555.144,465189.583,61.0502440,-069.6446399,33.334
6768558.139,465189.461,61.0502709,-069.6446427,33.811
6768561.329,465186.367,61.0502992,-069.6447006,33.151
6768563.605,465187.900,61.0503198,-069.6446726,33.766
6768564.782,465183.722,61.0503300,-069.6447502,33.268
6768563.708,465181.935,61.0503202,-069.6447831,33.449
6768569.563,465181.055,61.0503727,-069.6448005,33.039
6768566.540,465179.503,61.0503454,-069.6448287,33.848
6768572.041,465177.685,61.0503946,-069.6448633,32.611
6768571.608,465178.835,61.0503909,-069.6448420,33.072
6768575.326,465173.253,61.0504237,-069.6449460,32.102
6768574.161,465175.605,61.0504135,-069.6449022,32.804
6768573.349,465174.390,61.0504061,-069.6449246,32.870
6768578.271,465174.999,61.0504503,-069.6449142,32.606
6768575.962,465168.299,61.0504290,-069.6450378,32.105
6768581.910,465168.358,61.0504824,-069.6450378,32.281
6768580.422,465163.909,61.0504687,-069.6451200,32.653
6768581.730,465167.171,61.0504807,-069.6450598,31.405
6768584.033,465165.386,61.0505012,-069.6450933,30.590
6768586.720,465166.056,61.0505254,-069.6450813,30.505
6768584.482,465161.857,61.0505049,-069.6451587,30.710
6768584.946,465163.378,61.0505092,-069.6451306,31.117
6768588.793,465160.931,61.0505436,-069.6451766,31.105
6768588.830,465159.762,61.0505438,-069.6451983,31.100
6768589.438,465157.707,61.0505491,-069.6452364,30.743
6768593.051,465156.369,61.0505814,-069.6452619,29.831
6768594.815,465154.174,61.0505970,-069.6453028,28.952
6768594.382,465150.838,61.0505928,-069.6453645,30.013
6768593.440,465154.461,61.0505847,-069.6452973,31.156
6768598.538,465149.997,61.0506301,-069.6453809,31.830
6768601.245,465148.687,61.0506542,-069.6454056,31.414
6768601.360,465149.932,61.0506554,-069.6453826,31.896
6768602.735,465147.659,61.0506675,-069.6454249,31.921
6768604.319,465144.314,61.0506815,-069.6454872,31.718
6768605.108,465144.557,61.0506886,-069.6454828,32.203
6768606.107,465142.268,61.0506973,-069.6455254,31.250
6768605.315,465141.685,61.0506902,-069.6455360,31.734
6768611.217,465137.962,61.0507428,-069.6456061,32.166
6768612.995,465137.667,61.0507588,-069.6456118,32.329
6768611.379,465134.566,61.0507440,-069.6456690,32.013
6768616.451,465135.371,61.0507896,-069.6456550,31.590
6768616.145,465132.741,61.0507866,-069.6457036,31.727
6768620.601,465126.829,61.0508261,-069.6458139,30.963
6768623.034,465129.198,61.0508481,-069.6457705,30.679
6768623.047,465125.315,61.0508479,-069.6458424,30.592
6768623.395,465123.091,61.0508508,-069.6458836,30.741
6768627.500,465122.290,61.0508876,-069.6458992,30.243
6768628.369,465120.946,61.0508953,-069.6459243,30.003
6768632.954,465116.115,61.0509360,-069.6460146,29.585
6768632.940,465116.854,61.0509360,-069.6460009,29.997
6768635.860,465115.228,61.0509620,-069.6460315,29.041
6768634.409,465114.814,61.0509490,-069.6460389,29.162
6768638.154,465116.262,61.0509827,-069.6460128,28.825
6768639.331,465110.194,61.0509928,-069.6461254,28.444
6768637.005,465109.175,61.0509718,-069.6461438,28.294
6768642.633,465110.610,61.0510224,-069.6461183,28.196
6768642.153,465106.224,61.0510177,-069.6461994,28.238
6768646.468,465106.765,61.0510565,-069.6461902,27.801
6768644.944,465105.354,61.0510427,-069.6462160,27.805
6768649.802,465105.891,61.0510864,-069.6462070,27.228
6768648.816,465104.885,61.0510774,-069.6462254,27.156
6768649.592,465100.660,61.0510840,-069.6463038,27.038
6768651.705,465100.576,61.0511030,-069.6463057,27.088
6768656.526,465099.717,61.0511462,-069.6463225,26.530
6768656.221,465098.906,61.0511434,-069.6463375,27.433
6768656.786,465091.470,61.0511478,-069.6464753,36.394
6768657.175,465098.046,61.0511519,-069.6463536,25.351
6768660.007,465093.024,61.0511768,-069.6464471,25.016
6768661.271,465094.222,61.0511883,-069.6464252,24.730
6768663.124,465090.809,61.0512046,-069.6464887,24.378
6768666.491,465089.781,61.0512348,-069.6465083,24.322
6768667.229,465093.263,61.0512417,-069.6464440,24.565
6768668.310,465089.848,61.0512511,-069.6465074,24.751
6768669.083,465087.183,61.0512578,-069.6465569,24.446
6768673.033,465085.319,61.0512931,-069.6465922,23.496
6768672.641,465086.822,61.0512897,-069.6465643,22.738
6768674.337,465081.241,61.0513044,-069.6466679,22.310
6768677.844,465084.809,61.0513362,-069.6466025,22.170
6768677.728,465082.921,61.0513350,-069.6466374,22.183
6768677.233,465080.738,61.0513304,-069.6466778,21.150
6768679.555,465077.595,61.0513510,-069.6467364,21.220
6768685.797,465076.296,61.0514069,-069.6467616,20.422
6768684.853,465074.343,61.0513982,-069.6467976,21.216
6768689.481,465074.915,61.0514398,-069.6467878,21.803
6768688.283,465074.037,61.0514290,-069.6468039,20.416
6768687.678,465071.345,61.0514233,-069.6468536,20.314
6768692.171,465071.284,61.0514637,-069.6468556,19.392
6768691.739,465069.170,61.0514596,-069.6468946,19.243
6768694.835,465069.163,61.0514874,-069.6468953,18.280
6768694.741,465065.728,61.0514862,-069.6469589,17.701
6768699.021,465065.331,61.0515246,-069.6469671,17.105
6768698.661,465064.294,61.0515213,-069.6469862,17.358
6768698.748,465060.047,61.0515217,-069.6470649,16.797
6768702.494,465062.655,61.0515556,-069.6470172,16.584
6768703.444,465058.834,61.0515638,-069.6470882,16.523
6768707.741,465057.391,61.0516022,-069.6471157,16.473
6768708.840,465056.638,61.0516120,-069.6471298,16.620
6768710.377,465054.159,61.0516256,-069.6471760,16.191
6768713.311,465054.361,61.0516519,-069.6471728,15.867
6768713.860,465053.012,61.0516568,-069.6471979,15.739
6768719.356,465051.073,61.0517059,-069.6472348,21.397
6768719.632,465048.954,61.0517082,-069.6472741,21.686
6768722.915,465046.768,61.0517375,-069.6473152,21.588
6768724.868,465047.403,61.0517551,-069.6473038,21.314
6768724.689,465044.845,61.0517532,-069.6473511,21.309
6768728.356,465044.510,61.0517861,-069.6473580,20.680
6768727.359,465042.081,61.0517770,-069.6474028,20.061
6768730.591,465041.785,61.0518060,-069.6474089,18.995
6768731.403,465039.698,61.0518131,-069.6474477,19.768
6768735.380,465040.873,61.0518489,-069.6474266,19.935
6768743.875,465032.501,61.0519244,-069.6475832,22.557
6768746.921,465031.702,61.0519517,-069.6475986,21.391
6768749.254,465029.420,61.0519724,-069.6476413,21.339
6768751.111,465030.725,61.0519892,-069.6476174,19.602
6768751.909,465027.497,61.0519961,-069.6476774,19.886
6768755.565,465026.255,61.0520288,-069.6477010,20.273
6768757.256,465026.328,61.0520440,-069.6477000,19.990
6768757.490,465025.919,61.0520460,-069.6477076,19.666
6768757.951,465021.864,61.0520498,-069.6477828,20.008
6768763.604,465023.331,61.0521007,-069.6477566,19.596
6768762.310,465018.705,61.0520886,-069.6478421,19.632
6768767.689,465017.551,61.0521368,-069.6478644,19.696
6768768.502,465019.187,61.0521443,-069.6478343,20.779
6768772.259,465016.872,61.0521778,-069.6478778,18.917
6768772.580,465014.716,61.0521805,-069.6479178,19.314
6768772.420,465013.424,61.0521789,-069.6479417,19.234
6768773.484,465012.414,61.0521884,-069.6479606,19.345
6768778.212,465012.470,61.0522309,-069.6479604,19.657
6768782.832,465008.057,61.0522719,-069.6480430,31.460
6768783.845,465003.123,61.0522806,-069.6481346,31.986
6768784.226,465004.568,61.0522841,-069.6481079,32.364
6768786.270,465001.164,61.0523022,-069.6481713,33.173
6768789.915,464997.911,61.0523346,-069.6482322,34.095
6768787.439,464998.505,61.0523124,-069.6482207,33.762
6768792.393,464999.637,61.0523570,-069.6482007,32.790
6768791.384,465000.404,61.0523480,-069.6481863,32.288
6768797.371,464997.121,61.0524015,-069.6482482,31.702
6768799.020,464996.828,61.0524163,-069.6482539,31.591
6768799.189,464995.874,61.0524177,-069.6482716,33.529
6768802.077,464994.903,61.0524435,-069.6482901,33.111
6768805.347,464992.742,61.0524727,-069.6483308,33.164
6768807.628,464992.529,61.0524932,-069.6483351,32.915
6768810.104,464990.574,61.0525152,-069.6483718,33.269
6768807.302,464989.373,61.0524899,-069.6483935,32.484
6768812.315,464989.080,61.0525349,-069.6483998,32.765
6768814.886,464987.227,61.0525578,-069.6484346,32.646
6768814.521,464987.378,61.0525546,-069.6484318,32.561
6768819.787,464986.635,61.0526018,-069.6484465,31.078
6768821.214,464986.943,61.0526146,-069.6484410,30.794
6768826.759,464986.426,61.0526644,-069.6484516,30.525
6768827.229,464982.755,61.0526683,-069.6485197,32.804
6768826.586,464980.682,61.0526623,-069.6485580,33.391
6768831.603,464981.888,61.0527074,-069.6485366,32.928
6768832.297,464983.368,61.0527138,-069.6485093,32.814
6768833.589,464977.335,61.0527249,-069.6486212,33.024
6768838.074,464978.744,61.0527653,-069.6485960,32.806
6768837.020,464977.580,61.0527557,-069.6486173,33.330
6768841.247,464976.755,61.0527936,-069.6486334,32.757
6768837.570,464976.159,61.0527605,-069.6486438,32.662
6768844.263,464975.677,61.0528205,-069.6486539,33.121
6768847.518,464969.299,61.0528492,-069.6487726,31.350
6768845.102,464972.861,61.0528278,-069.6487062,30.901
6768847.706,464971.513,61.0528511,-069.6487316,31.041
6768851.912,464970.286,61.0528887,-069.6487551,30.395
6768854.925,464968.912,61.0529157,-069.6487812,29.294
6768854.575,464972.085,61.0529128,-069.6487223,28.679
6768858.491,464969.111,61.0529477,-069.6487781,28.744
6768858.740,464967.795,61.0529498,-069.6488025,28.532
6768860.463,464968.493,61.0529653,-069.6487899,28.167
6768861.950,464969.108,61.0529787,-069.6487788,27.880
6768862.614,464966.559,61.0529845,-069.6488261,28.494
6768866.301,464962.861,61.0530172,-069.6488953,32.718
6768866.638,464963.604,61.0530203,-069.6488816,32.832
6768868.658,464963.262,61.0530384,-069.6488883,32.552
6768868.830,464962.038,61.0530399,-069.6489110,32.458
